YearOfObservation,Insured_Period,Residential,Building Dimension,Building_Type,NumberOfWindows,Claim,Building_Painted,Building_Fenced,Garden,Settlement,Painted_Fenced_Garden,Painted_Fenced,Garden_Settlement,Fenced_Garden_Settlement,Painted_Fenced_Settlement,Painted_Fenced_Garden_Settlement
2014,1,1,3744,1,6,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,2500,1,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,2500,1,4,0,1,0,0,0,2,2,0,0,2,2
2013,0.838356164,0,2157,1,5,1,1,0,0,0,2,2,0,0,2,2
2014,1,0,2157,1,5,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,2800,1,3,0,1,1,1,1,5,3,2,4,4,4
2013,0.665753425,1,450,1,3,0,1,1,1,1,5,3,2,4,4,4
2013,1,1,3100,1,3,1,0,1,1,1,1,1,2,4,1,1
2015,1,1,1300,1,3,0,1,0,0,0,2,2,0,0,2,2
2016,1,1,1517,1,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,1003,1,2,0,1,1,1,1,5,3,2,4,4,4
2012,1,1,1003,1,2,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,1348,1,2,0,1,0,0,0,2,2,0,0,2,2
2013,0.893150685,1,4255,1,2,1,1,0,0,0,2,2,0,0,2,2
2013,1,1,2315,1,5,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,2315,1,5,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1546,1,2,0,1,0,0,0,2,2,0,0,2,2
2014,0.082191781,0,2316,1,2,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,600,1,2,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,2145,1,2,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,2000,1,4,0,1,0,0,0,2,2,0,0,2,2
2013,0,0,12,1,6,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,4388,1,6,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,550,1,1,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,448,1,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,2367,1,3,0,1,0,0,0,2,2,0,0,2,2
2012,0.50273224,0,720,1,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.25136612,0,980,1,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,2408,1,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,350,1,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,8950,1,3,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,2360,1,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,10200,1,4,1,1,0,0,0,2,2,0,0,2,2
2012,0.612021858,0,3550,1,4,0,1,0,0,0,2,2,0,0,2,2
2012,0.50273224,0,1584,1,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,1584,1,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,3720,1,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,536,1,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,270,1,4,0,1,1,1,1,5,3,2,4,4,4
2013,0,0,400,1,4,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,1200,1,4,1,0,1,1,1,1,1,2,4,1,1
2015,1,0,510,1,4,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,3900,1,4,1,0,1,1,1,1,1,2,4,1,1
2012,1,0,460,1,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,390,1,4,1,0,1,1,1,1,1,2,4,1,1
2012,1,0,3300,1,4,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,520,1,4,1,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,520,1,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,1215,1,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,1941,1,4,1,1,0,0,0,2,2,0,0,2,2
2015,1,0,1850,1,2,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,366,1,5,0,0,1,1,1,1,1,2,4,1,1
2013,0.747945205,0,5500,1,5,1,0,1,1,1,1,1,2,4,1,1
2012,1,1,287,1,5,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,2750,1,5,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,300,1,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,1420,1,4,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,975,1,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,1365,1,4,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,1365,1,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,999,1,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,276,1,3,0,1,0,0,0,2,2,0,0,2,2
2015,0.832876712,0,480,1,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.418032787,0,2410,1,6,0,1,0,0,0,2,2,0,0,2,2
2016,0.25136612,1,750,1,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.237704918,1,1000,1,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,808,1,3,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,2410,1,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,800,1,3,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,800,1,3,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,1200,1,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,880,1,3,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,880,1,3,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,4365,1,3,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,5007,1,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,585,1,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,450,1,3,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,450,1,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,660,1,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,660,1,3,1,1,0,0,0,2,2,0,0,2,2
2012,0.803278689,0,400,1,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,700,1,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,210,1,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,2360,1,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,2360,1,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,2115,1,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,1567,1,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,600,1,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.24863388,0,1650,1,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.415300546,0,400,1,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,750,1,4,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,1250,1,4,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,880,1,4,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,2610,1,3,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,1080,1,3,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,1200,1,3,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,50,1,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,1427,1,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,1835,1,5,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,1700,1,5,0,1,0,0,0,2,2,0,0,2,2
2012,0,0,2820,1,5,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,2041,1,2,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,2041,1,2,0,1,1,1,1,5,3,2,4,4,4
2016,0.147540984,0,200,1,2,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,600,2,4,0,0,1,1,1,1,1,2,4,1,1
2014,0.41369863,0,600,2,4,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,300,2,4,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,430,2,4,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,2907,2,4,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,760,2,4,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,460,2,4,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,855,2,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,400,2,7,0,1,1,1,1,5,3,2,4,4,4
2013,0.997260274,0,1273,2,7,1,1,0,0,0,2,2,0,0,2,2
2014,1,0,1273,2,7,0,1,0,0,0,2,2,0,0,2,2
2013,0.915068493,0,878,2,3,0,1,0,0,0,2,2,0,0,2,2
2012,0,0,153,2,3,0,1,1,1,1,5,3,2,4,4,4
2012,0.038251366,0,912,2,3,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,659,2,3,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,324,2,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,300,2,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,508,2,3,0,1,1,1,1,5,3,2,4,4,4
2016,1,0,788,2,3,0,1,1,1,1,5,3,2,4,4,4
2013,0.41369863,0,330,2,3,0,0,1,1,1,1,1,2,4,1,1
2016,0.994535519,0,828,2,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,165,2,3,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,1022,2,3,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,1025,2,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,3403,2,4,1,1,1,1,1,5,3,2,4,4,4
2012,0.836065574,0,762,2,4,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,4200,2,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,435,2,4,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,446,2,4,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,1486,2,4,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,938,2,4,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,900,2,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,900,2,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,900,2,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,881,2,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,5910,2,3,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,1380,2,3,0,0,1,1,1,1,1,2,4,1,1
2014,1,1,550,2,3,0,1,0,0,0,2,2,0,0,2,2
2012,0.915300546,0,400,2,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,524,2,8,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,524,2,8,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,920,2,8,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,810,2,8,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,810,2,8,0,1,1,1,1,5,3,2,4,4,4
2016,0.75136612,1,4230,2,8,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,300,2,4,1,1,1,1,1,5,3,2,4,4,4
2013,1,0,452,2,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,2775,2,5,0,1,1,1,1,5,3,2,4,4,4
2014,0.167123288,0,5000,2,5,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,585,2,5,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,585,2,5,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,870,2,5,0,1,1,1,1,5,3,2,4,4,4
2015,0.997260274,0,870,2,5,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,500,2,5,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,1300,2,5,0,1,1,1,1,5,3,2,4,4,4
2016,1,0,1300,2,5,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,2400,2,5,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,1200,2,5,0,1,1,1,1,5,3,2,4,4,4
2015,0.246575342,0,2115,2,5,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,5050,2,5,1,1,1,1,1,5,3,2,4,4,4
2015,1,0,600,2,5,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,2115,2,5,0,1,1,1,1,5,3,2,4,4,4
2016,0.912568306,0,173,2,5,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,799,2,5,1,1,1,1,1,5,3,2,4,4,4
2013,0.128767123,0,799,2,5,0,1,1,1,1,5,3,2,4,4,4
2013,0.128767123,0,480,2,5,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,2115,2,5,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,591,2,5,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,591,2,5,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,591,2,5,0,1,1,1,1,5,3,2,4,4,4
2016,1,0,841,2,5,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,480,2,5,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,1557,2,5,1,1,1,1,1,5,3,2,4,4,4
2013,1,0,1038,2,5,1,1,1,1,1,5,3,2,4,4,4
2013,0.871232877,0,2166,2,5,1,0,1,1,1,1,1,2,4,1,1
2012,1,0,251,2,5,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,1,1,5,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,8796,1,5,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,3600,1,5,0,1,1,1,1,5,3,2,4,4,4
2014,0.745205479,0,3600,1,5,1,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,1760,1,5,0,1,0,0,0,2,2,0,0,2,2
2014,0.769863014,0,2809,1,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,433,1,2,0,1,0,0,0,2,2,0,0,2,2
2012,0.330601093,0,200,1,4,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,2041,1,4,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,2041,1,4,1,1,1,1,1,5,3,2,4,4,4
2016,0.494535519,0,2041,1,4,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,162,1,4,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,720,1,4,0,0,1,1,1,1,1,2,4,1,1
2016,1,0,720,1,4,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,1765,1,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,4600,1,4,1,1,1,1,1,5,3,2,4,4,4
2015,0.997260274,0,4600,1,4,0,1,1,1,1,5,3,2,4,4,4
2013,0.073972603,0,120,1,4,0,0,1,1,1,1,1,2,4,1,1
2013,0.161643836,0,2700,1,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,11037,1,5,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,1493,1,5,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,1493,1,5,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,900,1,5,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,1865,1,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,855,1,5,0,0,1,1,1,1,1,2,4,1,1
2016,1,0,1874,1,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,1750,1,4,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,4000,1,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,4000,1,4,1,1,0,0,0,2,2,0,0,2,2
2014,1,0,3600,1,7,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,510,1,2,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,510,1,2,1,1,0,0,0,2,2,0,0,2,2
2016,1,0,4300,1,3,1,0,1,1,1,1,1,2,4,1,1
2016,1,0,1900,1,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,563,1,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,600,2,2,0,0,1,1,1,1,1,2,4,1,1
2014,1,1,410,2,2,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,800,2,3,1,1,1,1,1,5,3,2,4,4,4
2013,1,0,620,2,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,360,2,4,1,1,0,0,0,2,2,0,0,2,2
2014,1,0,600,2,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,4800,2,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,10,2,3,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,10,2,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,2000,2,3,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,727,2,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,5561,2,4,0,0,1,1,1,1,1,2,4,1,1
2014,1,1,1200,2,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,1156,2,3,1,0,1,1,1,1,1,2,4,1,1
2013,1,0,528,2,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,437,2,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,1,2150,2,3,0,0,1,1,1,1,1,2,4,1,1
2014,1,1,1000,2,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,1054,2,4,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,1,3031,2,4,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,17800,2,2,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,1833,2,2,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,1347,2,2,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,1350,2,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1350,2,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,1300,2,5,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,590,2,3,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,420,2,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,2321,2,3,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,528,2,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,4126,2,5,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,400,2,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,9609,2,2,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,1700,2,2,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,600,2,2,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,4431,2,2,1,0,1,1,1,1,1,2,4,1,1
2015,1,0,3200,2,2,0,0,1,1,1,1,1,2,4,1,1
2012,0.915300546,0,288,2,2,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,288,2,2,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,300,2,3,0,1,0,0,0,2,2,0,0,2,2
2015,0.493150685,0,7900,2,6,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,2100,2,6,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,454,2,6,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,978,2,6,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,978,2,6,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,3390,2,6,0,1,0,0,0,2,2,0,0,2,2
2013,0.076712329,0,1090,2,4,0,0,1,1,1,1,1,2,4,1,1
2016,0,0,2310,2,4,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,950,2,4,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,1125,2,4,1,0,1,1,1,1,1,2,4,1,1
2012,1,0,320,2,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,592,2,8,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,3550,2,8,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,3280,2,7,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,470,2,4,0,1,0,0,0,2,2,0,0,2,2
2012,0.084699454,0,550,2,4,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,11958,2,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,11958,2,4,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,714,2,4,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,714,2,4,1,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,1087,2,9,0,1,1,1,1,5,3,2,4,4,4
2014,0,0,300,2,9,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,3612,2,9,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,1800,2,3,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,1800,2,3,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,2738,2,3,0,1,1,1,1,5,3,2,4,4,4
2014,0.15890411,0,2738,2,3,0,1,1,1,1,5,3,2,4,4,4
2013,0.142465753,0,7200,2,3,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,1050,2,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.967213115,0,1050,2,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,5300,2,5,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,1428,2,4,1,1,1,1,1,5,3,2,4,4,4
2014,1,0,1428,2,4,0,1,1,1,1,5,3,2,4,4,4
2016,1,0,194,2,4,0,1,1,1,1,5,3,2,4,4,4
2015,0,0,755,2,4,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,720,2,4,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,720,2,4,0,1,1,1,1,5,3,2,4,4,4
2016,1,0,450,2,4,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,4901,2,4,1,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,446,2,4,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,436,2,4,1,1,0,0,0,2,2,0,0,2,2
2015,1,0,436,2,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,3461,2,4,1,1,1,1,1,5,3,2,4,4,4
2012,0.74863388,0,2911,2,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,1800,2,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,2528,2,4,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,2886,2,4,0,0,1,1,1,1,1,2,4,1,1
2012,0.418032787,0,1020,1,4,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,1020,1,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,1020,1,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,3737,1,2,0,1,0,0,0,2,2,0,0,2,2
2014,0.246575342,0,4650,1,5,0,1,0,0,0,2,2,0,0,2,2
2014,0.495890411,0,1363,1,5,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,2644,1,4,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,1730,1,3,0,1,0,0,0,2,2,0,0,2,2
2014,0.747945205,0,1730,1,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,3786,1,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,499,1,2,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,468,1,1,0,1,0,0,0,2,2,0,0,2,2
2014,0.747945205,0,6920,1,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,5555,1,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,5555,1,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,2292,1,5,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,1536,1,4,1,1,0,0,0,2,2,0,0,2,2
2014,0.235616438,0,1536,1,4,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,5350,1,5,1,1,0,0,0,2,2,0,0,2,2
2014,0.235616438,0,5350,1,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,2145,1,5,0,1,0,0,0,2,2,0,0,2,2
2014,0.246575342,0,2145,1,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,8140,1,5,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,1490,1,3,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,665,1,5,1,0,1,1,1,1,1,2,4,1,1
2013,1,0,3788,1,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,270,1,3,0,1,0,0,0,2,2,0,0,2,2
2014,0.495890411,0,1500,1,5,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,2889,1,5,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,700,1,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,388,1,5,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,2470,1,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,978,1,2,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,4477,1,4,1,0,1,1,1,1,1,2,4,1,1
2012,1,0,462,2,4,1,0,1,1,1,1,1,2,4,1,1
2013,0.915068493,0,550,2,4,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,500,2,4,0,1,0,0,0,2,2,0,0,2,2
2012,0.330601093,0,990,2,6,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,850,2,6,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,400,2,6,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,490,2,6,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,340,2,6,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,340,2,6,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,5885,2,6,1,1,0,0,0,2,2,0,0,2,2
2016,1,0,5885,2,6,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1380,2,5,1,1,1,1,1,5,3,2,4,4,4
2016,1,0,2320,2,5,1,1,0,0,0,2,2,0,0,2,2
2014,1,0,1020,2,3,0,1,1,1,1,5,3,2,4,4,4
2015,0.832876712,0,500,2,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,770,2,4,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,4228,2,4,1,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,4228,2,4,0,1,0,0,0,2,2,0,0,2,2
2013,0.720547945,0,400,2,5,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,1650,2,5,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,1620,2,5,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,600,2,5,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,3380,2,5,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,5018,2,5,1,0,1,1,1,1,1,2,4,1,1
2013,1,0,4800,2,5,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,3080,2,3,1,1,1,1,1,5,3,2,4,4,4
2016,1,0,1390,2,3,0,1,1,1,1,5,3,2,4,4,4
2012,0,0,1340,2,3,0,1,1,1,1,5,3,2,4,4,4
2015,0,0,1340,2,3,0,1,1,1,1,5,3,2,4,4,4
2016,1,1,2540,2,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,3550,2,6,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,1165,2,4,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,1040,2,4,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,1359,2,4,1,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,1359,2,4,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,1693,2,4,1,1,1,1,1,5,3,2,4,4,4
2013,0.123287671,0,1372,2,4,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,315,2,4,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,1370,2,4,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,1370,2,4,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,2349,2,4,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,1508,2,4,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,1508,2,4,0,1,1,1,1,5,3,2,4,4,4
